symbol,returnOnEquity,returnOnInvestment,beta,Cluster,Sector,Industry
ACTG,13.49569,14.68407,0.86395,2,Miscellaneous,Multi-Sector Companies
ACCO,10.14677,3.38702,2.28566,0,Consumer Durables,Publishing
AB,18.06116,18.03733,1.52962,1,Finance,Investment Managers
AC,6.80088,2.43643,1.32777,0,Finance,Investment Bankers/Brokers/Service
AAP,13.21577,6.82951,1.27672,2,Consumer Services,Other Specialty Stores
ACLS,10.36718,9.1067,1.41803,0,Technology,Industrial Machinery/Components
A,14.94647,9.25831,1.05468,2,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ABB,3.20988,1.96247,1.09618,2,Consumer Durables,Electrical Products
ABG,29.59133,10.71474,1.71632,1,Consumer Durables,Automotive Aftermarket
ABT,10.61342,5.76175,0.82949,2,Health Care,Major Pharmaceuticals
ABMD,19.11949,18.59751,1.35767,1,Health Care,Medical/Dental Instruments
ACM,4.88182,2.54774,1.63648,0,Consumer Services,Military/Government/Technical
ACN,32.52412,24.55942,1.08359,1,Miscellaneous,Business Services
ACHC,3.98963,1.62419,1.4769,0,Health Care,Medical Specialities
ADI,10.29868,6.10569,1.32171,0,Technology,Semiconductors
ADM,8.56133,5.40228,0.8528,2,Consumer Non-Durables,Packaged Foods
ACOR,16.51243,7.22468,0.69122,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACIA,11.32422,10.77628,0.76295,2,Technology,Semiconductors
ADBE,35.20547,26.17028,0.96798,1,Technology,Computer Software: Prepackaged Software
ADCT,19.64877,6.87451,2.08378,0,Health Care,Major Pharmaceuticals
ACIW,5.59176,2.36979,1.25311,0,Technology,Computer Software: Prepackaged Software
AAON,24.38527,22.5035,0.68644,1,Capital Goods,Industrial Machinery/Components
AGCO,6.2769,2.63559,1.2221,0,Capital Goods,Industrial Machinery/Components
ADUS,7.09379,6.05918,0.59695,2,Health Care,Medical/Nursing Services
AEIS,14.53012,8.15666,1.82365,0,Capital Goods,Industrial Machinery/Components
ADP,44.40445,26.70249,0.71948,1,Technology,EDP Services
ADS,21.34421,2.34782,2.58205,0,Miscellaneous,Business Services
ADV,14.49975,1.32874,1.19679,2,Miscellaneous,Business Services
AEE,10.27128,3.1477,0.21313,2,Public Utilities,Power Generation
AEM,12.43144,7.8686,0.63749,2,Basic Industries,Precious Metals
AEP,9.53676,2.72525,0.21263,2,Public Utilities,Electric Utilities: Central
AGM,16.31017,0.87804,1.07227,2,Finance,Finance Companies
AGR,4.2011,1.97201,0.226,2,Public Utilities,Electric Utilities: Central
AHH,7.62076,2.75977,0.78739,2,Finance,Real Estate
AJRD,19.73973,6.88093,0.42816,2,Capital Goods,Military/Government/Technical
AIN,14.24934,7.88004,1.39747,0,Basic Industries,Textiles
AL,9.69871,2.69893,2.16016,0,Technology,Diversified Commercial Services
AIT,2.09938,1.00507,1.48181,0,Consumer Durables,Industrial Specialties
AJG,13.98022,7.1182,0.70804,2,Finance,Specialty Insurers
ALB,9.5842,4.59625,1.5749,0,Basic Industries,Major Chemicals
ALE,7.87738,3.4385,0.39424,2,Public Utilities,Power Generation
ALG,10.05271,6.63444,0.98179,2,Capital Goods,Industrial Machinery/Components
ALRM,19.3374,14.08362,1.09504,1,Technology,Computer Software: Prepackaged Software
AKAM,14.79217,8.98913,0.49256,2,Miscellaneous,Business Services
ALCO,12.16788,5.62999,0.70706,2,Consumer Non-Durables,Farming/Seeds/Milling
ALLE,39.9788,12.29879,1.12986,1,Consumer Services,Diversified Commercial Services
AMSWA,5.53523,5.3318,0.50342,2,Technology,Computer Software: Prepackaged Software
AMOV,17.02142,3.5194,0.76132,2,Public Utilities,Telecommunications Equipment
AMOV,17.02142,3.5194,0.76132,2,Public Utilities,Telecommunications Equipment
AMOT,11.6307,5.23208,1.71508,0,Capital Goods,Electrical Products
AN,12.21163,6.98124,1.56612,0,Consumer Durables,Automotive Aftermarket
AMPH,1.67372,1.65086,0.84624,2,Health Care,Major Pharmaceuticals
AMAT,38.51639,22.29066,1.48316,1,Technology,Semiconductors
AMRC,12.17974,5.11641,0.54632,2,Basic Industries,Engineering & Construction
AMRX,23.87788,0.33758,1.2329,2,Health Care,Major Pharmaceuticals
AMZN,24.95208,11.31595,1.20121,1,Consumer Services,Catalog/Specialty Distribution
ALXN,8.92263,6.38986,1.25432,2,Health Care,Major Pharmaceuticals
ANET,24.81522,20.93057,1.18963,1,Technology,Computer Communications Equipment
ALV,7.53701,3.50141,1.92038,0,Capital Goods,Auto Parts:O.E.M.
AMKR,15.31515,8.80095,1.66286,0,Technology,Semiconductors
AMD,28.66126,21.61351,2.267,1,Technology,Semiconductors
AME,16.5029,10.1778,1.3697,0,Capital Goods,Industrial Machinery/Components
AMG,3.67974,5.61839,1.43044,0,Finance,Investment Managers
AMN,11.74982,5.11177,0.50077,2,Technology,Professional Services
AMP,30.17241,1.33112,1.74516,0,Finance,Investment Managers
AMX,17.02142,3.5194,0.76132,2,Public Utilities,Telecommunications Equipment
AMCX,19.87182,3.66655,1.34299,0,Consumer Services,Television Services
AMEH,16.47977,22.75408,0.60302,1,Consumer Services,Professional Services
ANGI,0.62175,0.48179,1.90075,0,Consumer Services,Advertising
AMED,24.45037,16.26518,0.74577,1,Health Care,Medical/Nursing Services
ALSN,46.47414,8.58774,1.24189,1,Capital Goods,Auto Parts:O.E.M.
ALSK,5.7014,1.92415,1.48468,0,Public Utilities,Telecommunications Equipment
AMWD,9.09202,4.44158,2.2691,0,Basic Industries,Forest Products
APEI,5.83479,5.58376,0.84941,2,Consumer Services,Other Consumer Services
AP,13.39419,2.81464,1.1175,2,Capital Goods,Fluid Controls
ARC,3.97957,1.98464,1.66444,0,Consumer Services,Professional Services
ARAY,25.06134,4.65874,2.09974,0,Health Care,Medical/Dental Instruments
ARL,3.76285,1.19658,1.12603,2,Finance,Real Estate
ARCB,5.31468,3.39392,1.83204,0,Transportation,Trucking Freight/Courier Services
ANSS,11.7952,10.39162,1.22284,2,Technology,Computer Software: Prepackaged Software
APOG,9.27395,6.53657,1.19775,2,Capital Goods,Auto Parts:O.E.M.
APPS,38.44177,32.78905,2.41591,1,Miscellaneous,Multi-Sector Companies
ARES,12.32154,1.65947,1.21671,0,Finance,Investment Managers
AON,51.69178,13.48615,0.83515,1,Finance,Specialty Insurers
AOS,18.58196,14.04491,1.07194,1,Consumer Durables,Consumer Electronics/Appliances
APTV,31.40556,16.58768,2.24756,1,Capital Goods,Auto Parts:O.E.M.
APD,16.43511,9.93167,0.79976,2,Basic Industries,Major Chemicals
APH,25.34066,13.05961,1.27268,1,Capital Goods,Electrical Products
ATEN,8.95702,6.06825,0.94222,2,Technology,Computer Communications Equipment
ATUS,6.95609,0.34018,1.09707,2,Consumer Services,Television Services
AU,21.94444,10.47479,0.42057,2,Basic Industries,Precious Metals
ATVI,16.63598,12.49295,0.67153,2,Technology,Computer Software: Prepackaged Software
ASTE,2.12813,2.01739,1.34847,0,Capital Goods,Construction/Ag Equipment/Trucks
ARW,9.67242,5.81862,1.55066,0,Technology,Electronic Components
ASML,25.85614,17.54763,1.05253,1,Technology,Industrial Machinery/Components
ATGE,19.11101,12.8008,1.30838,1,Consumer Services,Other Consumer Services
ASC,4.65068,2.17541,1.1617,2,Transportation,Marine Transportation
ASR,8.45544,5.77163,1.28948,0,Transportation,Aerospace
ATHM,22.46252,21.6693,0.77341,1,Technology,EDP Services
ATO,9.58422,4.49933,0.29692,2,Public Utilities,Oil/Gas Transmission
ATR,12.63668,7.10951,0.61772,2,Consumer Non-Durables,Plastic Products
ATV,16.15881,16.02685,0.20092,2,Consumer Services,Other Specialty Stores
ASGN,12.90051,6.95042,2.21796,0,Technology,Professional Services
ARTNA,10.41155,3.22341,0.00564,2,Public Utilities,Water Supply
ATRS,11.23977,5.95657,1.40506,0,Health Care,Medical/Dental Instruments
AUDC,7.22664,5.21019,0.583,2,Public Utilities,Telecommunications Equipment
ATAX,3.97765,1.56831,0.58632,2,Finance,Finance: Consumer Services
ATRI,13.94235,13.23131,0.13872,2,Health Care,Medical/Dental Instruments
ATCO,6.44975,3.6677,1.09466,2,Transportation,Marine Transportation
ATKR,48.72723,12.52578,2.47583,1,Miscellaneous,Industrial Machinery/Components
ASIX,4.10827,1.80576,1.83196,0,Basic Industries,Major Chemicals
AYI,12.27264,9.11126,1.50646,0,Consumer Durables,Building Products
AVAV,6.85197,7.76275,0.54823,2,Capital Goods,Aerospace
AZN,20.50166,5.59441,0.58871,2,Health Care,Major Pharmaceuticals
AY,4.26371,0.74158,0.66787,2,Public Utilities,Electric Utilities: Central
AZZ,2.39198,1.75065,1.55456,0,Consumer Durables,Building Products
B,6.87997,3.72301,1.27451,0,Capital Goods,Metal Fabrications
AVDL,8.93422,3.00547,1.60587,0,Health Care,Major Pharmaceuticals
AVNW,8.41703,6.79424,2.14369,0,Technology,Radio And Television Broadcasting And Communications Equipment
BABA,18.05654,12.21072,1.03451,2,Miscellaneous,Business Services
AVNS,1.0873,0.86623,1.09059,2,Health Care,Industrial Specialties
AUY,2.72571,1.71391,1.44011,0,Basic Industries,Precious Metals
AVNT,5.87644,2.10028,1.67519,0,Basic Industries,Major Chemicals
AVA,6.27017,2.13698,0.51929,2,Public Utilities,Power Generation
AVD,3.15475,2.05199,1.04122,2,Basic Industries,Agricultural Chemicals
AVGO,9.90679,3.70522,1.02805,2,Technology,Semiconductors
AVY,44.05518,15.20443,0.96708,1,Consumer Durables,Containers/Packaging
AWK,10.42356,3.0874,0.18431,2,Public Utilities,Water Supply
AZPN,50.89245,28.30217,1.42145,1,Technology,EDP Services
BAH,56.7891,14.25934,0.80727,1,Consumer Services,Professional Services
AXP,14.62111,3.44072,1.36246,0,Finance,Finance: Consumer Services
AXTA,7.13034,1.62916,1.49606,0,Basic Industries,Paints/Coatings
BDSI,18.09534,9.8259,0.76006,2,Health Care,Major Pharmaceuticals
BEDU,5.8983,2.82736,0.98967,2,Consumer Services,Other Consumer Services
BBL,16.7185,10.30268,1.13663,2,Energy,Coal Mining
BBQ,21.96494,5.46804,1.86017,0,Consumer Services,Restaurants
BBY,47.89904,22.34586,1.57225,1,Consumer Services,Consumer Electronics/Video Chains
BCC,21.67646,12.01084,2.16617,0,Consumer Services,RETAIL: Building Materials
BCE,13.46885,4.82423,0.44157,2,Public Utilities,Telecommunications Equipment
BELFA,1.65536,0.80778,2.02476,0,Capital Goods,Electrical Products
BELFB,1.65536,0.80778,2.02476,0,Capital Goods,Electrical Products
BDC,3.13304,1.12362,1.60358,0,Basic Industries,Telecommunications Equipment
BC,24.59324,12.88149,1.96367,1,Energy,Industrial Machinery/Components
BG,11.70453,4.68017,0.72638,2,Consumer Non-Durables,Packaged Foods
BDX,3.4209,1.85393,0.7793,2,Health Care,Medical/Dental Instruments
BEN,7.82279,5.88651,1.25902,0,Finance,Investment Managers
BGCP,6.27587,3.03867,1.85905,0,Finance,Investment Bankers/Brokers/Service
BFAM,6.79617,2.44335,0.83101,2,Miscellaneous,Other Consumer Services
BBSI,21.44326,7.82457,1.46514,0,Technology,Professional Services
BEAT,4.66929,2.75353,1.3181,0,Health Care,Medical Specialities
BEAM,7.54908,4.77669,0.82883,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCEI,4.16945,3.68537,2.12515,0,Energy,Oil & Gas Production
BGFV,17.91118,7.56145,2.58988,0,Consumer Services,Other Specialty Stores
BERY,30.13477,3.8621,1.35713,0,Consumer Non-Durables,Plastic Products
BCPC,10.6687,7.82458,0.54967,2,Basic Industries,Major Chemicals
BAX,9.07459,4.74121,0.6361,2,Health Care,Medical/Dental Instruments
BIDU,14.06741,8.2036,1.07507,2,Technology,"Computer Software: Programming, Data Processing"
BKD,4.26089,0.55188,1.89143,0,Health Care,Hospital/Nursing Management
BKE,25.94081,15.772,1.19745,1,Consumer Services,Clothing/Shoe/Accessory Stores
BKH,9.05851,3.4341,0.24901,2,Public Utilities,Electric Utilities: Central
BLD,18.16633,10.0924,1.60202,0,Basic Industries,Engineering & Construction
BLKB,5.50522,2.19649,1.1728,2,Technology,Computer Software: Prepackaged Software
BLK,14.13699,3.06357,1.19128,2,Finance,Investment Bankers/Brokers/Service
BLL,16.57335,3.86591,0.46226,2,Consumer Durables,Containers/Packaging
BIOC,6.18466,5.39543,1.28419,0,Health Care,Medical Specialities
BGSF,3.00428,1.94869,2.45947,0,Technology,Professional Services
BLDR,24.06336,8.01592,2.68373,0,Consumer Services,RETAIL: Building Materials
BMI,14.37331,12.98988,0.74699,2,Capital Goods,Industrial Machinery/Components
BGS,15.51763,4.17637,0.55125,2,Consumer Non-Durables,Packaged Foods
BIIB,41.0626,23.38507,0.51305,1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHP,16.7185,10.30268,1.02574,2,Basic Industries,Precious Metals
BKNG,25.79161,8.21821,1.21061,1,Consumer Services,Transportation Services
BMCH,12.69315,8.37816,1.82936,0,Consumer Services,RETAIL: Building Materials
BRFS,16.38373,3.7831,1.85163,0,Consumer Non-Durables,Meat/Poultry/Fish
BR,36.94666,13.15518,0.83956,1,Miscellaneous,Business Services
BRID,9.38761,5.98299,0.05503,2,Consumer Non-Durables,Specialty Foods
BPMC,36.29146,31.85864,0.88585,1,Health Care,Major Pharmaceuticals
BRKS,5.52885,5.01864,2.01293,0,Technology,Industrial Machinery/Components
BRKR,17.52629,8.224,1.26431,2,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNSO,2.66105,2.18723,0.70249,2,Capital Goods,Industrial Machinery/Components
BMRN,23.90543,18.19054,0.66275,1,Health Care,Major Pharmaceuticals
BOOT,11.64401,6.00883,3.02257,0,Consumer Services,Clothing/Shoe/Accessory Stores
BRC,12.24177,11.17891,0.77153,2,Consumer Durables,Miscellaneous manufacturing industries
BRO,12.67181,7.60639,0.66257,2,Finance,Specialty Insurers
BWXT,60.65846,16.99061,0.94061,1,Energy,Industrial Machinery/Components
BSM,13.79453,9.35375,1.60037,0,Energy,Oil & Gas Production
BTI,9.31821,4.89375,0.85666,2,Consumer Non-Durables,Farming/Seeds/Milling
BX,12.09281,9.54509,1.32864,2,Finance,Investment Managers
BWA,7.85761,5.20982,1.75334,0,Capital Goods,Auto Parts:O.E.M.
BSTC,13.75659,13.70191,0.23629,2,Health Care,Major Pharmaceuticals
BZH,9.42041,3.04944,2.31761,0,Capital Goods,Homebuilding
CCEP,11.63804,4.75455,0.76387,2,Consumer Non-Durables,Beverages (Production/Distribution)
CACC,17.76054,5.90072,1.16413,2,Finance,Finance: Consumer Services
CASS,10.09259,8.21705,0.84976,2,Miscellaneous,Business Services
CABO,23.32076,8.3154,0.51845,2,Consumer Services,Television Services
CATM,6.72285,1.74186,1.81341,0,Miscellaneous,Business Services
CACI,13.36016,7.04059,1.10374,2,Technology,EDP Services
CASY,18.43095,8.74856,0.87382,2,Consumer Durables,Automotive Aftermarket
CALX,5.01878,4.06897,1.45446,0,Consumer Services,Telecommunications Equipment
CBPO,7.8638,9.15041,0.42723,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAMT,13.14915,12.94161,1.65731,0,Capital Goods,Electronic Components
CAE,2.66043,1.18192,1.71278,0,Miscellaneous,Industrial Machinery/Components
CAG,12.79183,4.76558,0.84152,2,Consumer Non-Durables,Packaged Foods
CAI,5.14775,1.57013,1.7956,0,Technology,Diversified Commercial Services
CAJ,2.44271,2.16181,0.42381,2,Miscellaneous,Industrial Machinery/Components
CAT,22.17986,6.44878,0.97421,2,Capital Goods,Construction/Ag Equipment/Trucks
CBD,4.63446,2.11764,1.05981,2,Consumer Services,Food Chains
CBRE,17.83421,11.29339,1.58834,0,Finance,Real Estate
CBZ,11.24951,6.98279,0.58216,2,Miscellaneous,Business Services
CCK,29.19501,5.33648,1.13773,2,Consumer Durables,Containers/Packaging
BZUN,8.1253,5.14598,1.24583,0,Consumer Services,Catalog/Specialty Distribution
CERN,17.9849,13.00384,0.74572,2,Technology,EDP Services
CCMP,13.90263,6.66575,1.18592,2,Technology,Semiconductors
CEO,9.43791,6.4605,1.12679,2,Energy,Oil & Gas Production
CELH,6.99512,6.9892,2.02252,0,Consumer Non-Durables,Beverages (Production/Distribution)
CENTA,11.64371,6.66858,0.66973,2,Consumer Durables,Consumer Specialties
CFX,1.66394,0.7991,2.18453,0,Capital Goods,Fluid Controls
CECE,7.70708,4.96434,1.32653,0,Capital Goods,Pollution Control Equipment
CE,22.30257,8.20839,1.22601,2,Basic Industries,Major Chemicals
CF,9.81743,4.63633,1.28983,0,Basic Industries,Agricultural Chemicals
CCRC,22.23106,21.33012,0.49017,1,Miscellaneous,Business Services
CEVA,0.01897,0.01765,1.16289,0,Technology,Semiconductors
CENT,11.64371,6.66858,0.66973,2,Consumer Durables,Consumer Specialties
CCS,15.70106,7.95863,1.97141,0,Capital Goods,Homebuilding
CCU,7.46782,6.00626,0.94995,2,Consumer Non-Durables,Beverages (Production/Distribution)
CGNX,13.63678,11.58808,1.64387,0,Capital Goods,Industrial Machinery/Components
CLAR,5.96686,5.04241,0.86395,2,Consumer Non-Durables,Recreational Products/Toys
CHRW,25.81282,14.04853,0.67032,1,Transportation,Oil Refining/Marketing
CHD,27.04174,13.48126,0.3655,1,Basic Industries,Package Goods/Cosmetics
CHE,36.81588,26.87576,0.53972,1,Health Care,Medical/Nursing Services
CHL,9.6389,9.1727,0.48415,2,Public Utilities,Telecommunications Equipment
CHT,8.9686,8.46661,0.03445,2,Public Utilities,Telecommunications Equipment
CIEN,16.55938,11.91831,0.85861,2,Public Utilities,Telecommunications Equipment
CHKP,24.45948,19.82744,0.65033,1,Technology,Computer Software: Prepackaged Software
CIG,11.7623,4.69265,0.70648,2,Public Utilities,Electric Utilities: Central
CHSCL,6.55354,3.86487,0.38913,2,Consumer Services,Farming/Seeds/Milling
CHSCO,6.55354,3.86487,0.38913,2,Consumer Services,Farming/Seeds/Milling
CHSCP,6.55354,3.86487,0.38913,2,Consumer Services,Farming/Seeds/Milling
CHSCM,6.55354,3.86487,0.38913,2,Consumer Services,Farming/Seeds/Milling
CHSCN,6.55354,3.86487,0.38913,2,Consumer Services,Farming/Seeds/Milling
CHDN,2.14611,0.37017,1.3654,0,Consumer Services,Services-Misc. Amusement & Recreation
CINR,10.16534,12.23069,1.01144,2,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CHTR,8.98464,2.4495,1.01129,2,Consumer Services,Television Services
CIGI,12.93306,6.98642,1.62766,0,Finance,Real Estate
CLGX,20.22923,5.80376,1.11692,2,Technology,EDP Services
CLS,2.42262,1.82965,2.47565,0,Technology,Electrical Products
CLW,12.256,3.55835,1.48187,0,Basic Industries,Paper
CMC,15.84384,8.69661,1.23514,2,Basic Industries,Steel/Iron Ore
CME,8.0007,5.76792,0.46783,2,Finance,Investment Bankers/Brokers/Service
CMD,0.40887,0.20233,1.46902,0,Health Care,Medical/Dental Instruments
CMG,13.84018,5.19438,1.34461,0,Consumer Services,Restaurants
CMI,20.47711,11.58864,1.12864,2,Energy,Industrial Machinery/Components
CMP,20.59724,4.2171,1.57234,0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMS,14.25319,2.93394,0.10243,2,Public Utilities,Power Generation
CNC,10.66884,5.9915,0.52708,2,Health Care,Medical Specialities
CNI,17.31151,7.9878,0.85504,2,Transportation,Railroads
CMCO,3.69177,1.89529,1.52831,0,Capital Goods,Construction/Ag Equipment/Trucks
CNMD,0.04494,0.01967,1.53135,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNMD,0.04494,0.01967,1.53135,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CMTL,1.29475,0.92839,1.95193,0,Technology,Radio And Television Broadcasting And Communications Equipment
CLCT,50.96023,35.63338,1.68845,1,Miscellaneous,Business Services
CMCSA,12.55599,4.50277,1.01709,2,Consumer Services,Television Services
CLFD,9.25008,9.107,0.95298,2,Public Utilities,Telecommunications Equipment
CLH,9.41984,3.5157,1.71855,0,Basic Industries,Environmental Services
CLNE,6.7238,5.41881,1.9159,0,Public Utilities,Natural Gas Distribution
CNSL,10.00023,1.21784,1.40063,0,Public Utilities,Telecommunications Equipment
CPHC,2.95777,2.67402,0.51105,2,Consumer Services,Services-Misc. Amusement & Recreation
CRESY,50.84619,7.92515,1.08139,1,Finance,Real Estate
CREG,2.86914,2.60397,1.68131,0,Miscellaneous,Business Services
CPAC,2.67421,1.44601,0.55324,2,Capital Goods,Building Materials
COOP,27.86167,3.58329,1.51365,0,Finance,Finance: Consumer Services
COG,9.98429,5.28679,0.18304,2,Energy,Oil & Gas Production
COWN,14.19103,9.65007,1.52613,0,Finance,Investment Bankers/Brokers/Service
COO,7.38662,4.99693,0.82415,2,Health Care,Ophthalmic Goods
CO,12.95578,7.71946,0.40643,2,Finance,Business Services
CP,46.18294,15.82998,0.90164,1,Transportation,Railroads
CR,1.34831,0.62139,1.63906,0,Capital Goods,Metal Fabrications
CPRT,29.41335,23.25197,1.02891,1,Consumer Durables,Automotive Aftermarket
CPB,32.29678,6.21685,0.51224,1,Consumer Non-Durables,Packaged Foods
CPK,11.38831,4.73029,0.24387,2,Public Utilities,Oil & Gas Production
CORE,9.98182,4.52774,0.40738,2,Consumer Non-Durables,Food Distributors
CPSS,10.59353,0.74017,2.52339,0,Finance,Finance: Consumer Services
CPSI,11.72568,7.51928,0.67637,2,Technology,EDP Services
CPSH,25.73868,25.23856,1.63235,1,Capital Goods,Building Materials
CORT,26.55111,26.49815,1.029,1,Health Care,Major Pharmaceuticals
CRH,8.20004,4.07041,1.07135,2,Capital Goods,Building Materials
CNXN,10.14263,9.6131,0.75055,2,Consumer Services,Catalog/Specialty Distribution
CRAI,11.34426,6.57522,1.42738,0,Miscellaneous,Other Consumer Services
COST,23.8733,15.57769,0.67455,1,Consumer Services,Department/Specialty Retail Stores
COKE,23.2007,4.2677,1.03125,2,Consumer Non-Durables,Beverages (Production/Distribution)
COLM,7.48616,5.97756,0.70261,2,Consumer Non-Durables,Apparel
COLL,13.69403,6.98272,1.14635,2,Health Care,Major Pharmaceuticals
CODA,7.51832,7.34099,1.53948,0,Capital Goods,Industrial Machinery/Components
CTS,7.36566,5.37817,0.78384,2,Technology,Electrical Products
CRTX,5.99893,3.26052,0.75024,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRTO,6.80228,6.07243,1.03902,2,Technology,Advertising
CSGS,17.17934,7.71059,0.93831,2,Technology,EDP Services
CSGP,6.48158,5.54673,0.9778,2,Miscellaneous,Business Services
CTAA,16.74061,9.60462,0.48541,2,Public Utilities,Telecommunications Equipment
CRUS,12.53198,10.73694,0.91843,2,Technology,Semiconductors
CSWI,16.6422,14.95375,0.84489,1,Basic Industries,Home Furnishings
CTRN,4.16865,2.23613,1.53474,0,Consumer Services,Clothing/Shoe/Accessory Stores
CRVL,20.46843,14.07601,0.79953,1,Finance,Specialty Insurers
CTAS,27.57718,13.72303,1.48839,1,Consumer Non-Durables,Apparel
CSIQ,14.69533,8.15388,1.45008,0,Technology,Semiconductors
CRWS,16.78111,15.43303,1.02736,1,Basic Industries,Textiles
CTSH,13.46946,10.76154,1.13079,2,Technology,EDP Services
CTLT,10.55619,4.82169,1.52067,0,Health Care,Major Pharmaceuticals
CRI,16.46577,5.50432,1.20322,2,Consumer Non-Durables,Apparel
CRL,17.58173,7.29781,1.09965,2,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CRM,1.34158,1.09774,1.20709,0,Technology,Computer Software: Prepackaged Software
CSCO,28.82888,15.39582,0.93745,1,Technology,Computer Communications Equipment
CSL,13.28472,6.8678,0.94358,2,Basic Industries,Specialty Chemicals
CSV,4.48934,1.03693,0.8207,2,Consumer Services,Other Consumer Services
CSX,22.59023,7.59404,1.20272,2,Transportation,Railroads
CTB,12.35417,7.80558,1.54967,0,Consumer Durables,Automotive Aftermarket
CTG,10.43457,6.98918,0.83634,2,Technology,EDP Services
CSTE,1.89609,1.55745,0.82569,2,Capital Goods,Building Materials
CVCO,10.64883,10.10959,1.23275,2,Basic Industries,Homebuilding
CYBE,7.34224,6.92967,1.31281,0,Capital Goods,Electronic Components
CYAN,3.6961,2.30874,0.40031,2,Consumer Durables,Specialty Chemicals
CVS,12.10765,4.71345,0.79441,2,Health Care,Medical/Nursing Services
D,6.28207,1.74314,0.31578,2,Public Utilities,Electric Utilities: Central
CYBR,0.47217,0.30227,1.27944,0,Technology,Computer Software: Prepackaged Software
DAC,16.09719,5.8924,1.57009,0,Transportation,Marine Transportation
CW,13.5295,7.7285,1.5314,0,Technology,Industrial Machinery/Components
DAR,19.46646,11.08228,1.30862,2,Consumer Non-Durables,Packaged Foods
DCI,27.41144,14.82657,1.3623,1,Capital Goods,Pollution Control Equipment
DCO,9.41357,4.46432,1.57338,0,Capital Goods,Military/Government/Technical
DAKT,0.49047,0.39987,0.67411,2,Consumer Durables,Miscellaneous manufacturing industries
CZZ,31.00378,5.78017,1.36995,1,Consumer Non-Durables,Specialty Foods
CWST,28.79068,4.47366,0.96879,2,Public Utilities,Environmental Services
CXDO,10.15428,8.59949,2.19945,0,Public Utilities,Telecommunications Equipment
CWCO,5.81281,6.29859,0.29613,2,Public Utilities,Water Supply
DLTR,14.70831,5.98092,0.77445,2,Consumer Services,Department/Specialty Retail Stores
DGX,18.34236,10.34819,1.06848,2,Health Care,Medical Specialities
DFIN,6.21552,2.26617,2.12132,0,Consumer Services,Other Consumer Services
DIOD,10.36992,7.98548,1.16817,2,Technology,Semiconductors
DHI,21.7164,17.15612,1.72423,1,Capital Goods,Homebuilding
DHR,9.11702,5.09131,0.7437,2,Capital Goods,Industrial Machinery/Components
DE,22.59548,5.61143,0.98191,2,Capital Goods,Industrial Machinery/Components
DG,33.16548,12.29727,0.51017,1,Consumer Services,Department/Specialty Retail Stores
DHIL,17.5691,15.12289,1.00865,1,Finance,Investment Managers
DL,30.15307,9.16958,0.8727,1,Consumer Services,Other Consumer Services
DLHC,15.32212,6.56896,1.03477,2,Technology,Professional Services
DISCA,10.93599,5.46456,1.54695,0,Consumer Services,Television Services
